,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4077,Prospect Heights,40.676822262254724,-73.9648592426269,All Creatures Veterinary Hospital,40.678102,-73.963604,Business Service
4078,Prospect Heights,40.676822262254724,-73.9648592426269,Ode to Babel,40.679466295291746,-73.96456093161021,Cocktail Bar
4079,Prospect Heights,40.676822262254724,-73.9648592426269,Underhill Playground,40.6767945554419,-73.96581215932983,Playground
4080,Prospect Heights,40.676822262254724,-73.9648592426269,Shambhala Yoga and Dance Center,40.6774180840352,-73.96260502932,Yoga Studio
4081,Prospect Heights,40.676822262254724,-73.9648592426269,Kimchi Grill,40.67512957407338,-73.96324476804656,Korean Restaurant
4082,Prospect Heights,40.676822262254724,-73.9648592426269,Puerto Viejo,40.67892483112173,-73.96196021638814,Latin American Restaurant
4083,Prospect Heights,40.676822262254724,-73.9648592426269,Ample Hills Creamery,40.678546994225385,-73.9684545270517,Ice Cream Shop
4084,Prospect Heights,40.676822262254724,-73.9648592426269,Ogliastro Pizza Bar,40.67442512423628,-73.96314365870649,Pizza Place
4085,Prospect Heights,40.676822262254724,-73.9648592426269,Olmsted,40.6771755254834,-73.96893144159979,New American Restaurant
4086,Prospect Heights,40.676822262254724,-73.9648592426269,Konditori,40.677189674303655,-73.96369253027767,Café
4087,Prospect Heights,40.676822262254724,-73.9648592426269,Lowerline,40.67421371216402,-73.9631374598454,Cajun / Creole Restaurant
4088,Prospect Heights,40.676822262254724,-73.9648592426269,Little Cupcake Bakeshop,40.67846761615478,-73.9686844966458,Bakery
4089,Prospect Heights,40.676822262254724,-73.9648592426269,Cafe Eloise,40.676387,-73.962699,Café
4090,Prospect Heights,40.676822262254724,-73.9648592426269,Honey Salon,40.67783755487132,-73.96876415587427,Nail Salon
4091,Prospect Heights,40.676822262254724,-73.9648592426269,Washington Commons,40.675596628875155,-73.96338536883863,Bar
4092,Prospect Heights,40.676822262254724,-73.9648592426269,LOOK by Plant Love House,40.679941458647896,-73.96432512199156,Thai Restaurant
4093,Prospect Heights,40.676822262254724,-73.9648592426269,Covenhoven,40.675142728804886,-73.96020286393833,Beer Bar
4094,Prospect Heights,40.676822262254724,-73.9648592426269,Gran Caffe De Martini,40.67910336932808,-73.96832032665563,Coffee Shop
4095,Prospect Heights,40.676822262254724,-73.9648592426269,Mermaid's Garden,40.67706305444121,-73.96919768812,Fish Market
4096,Prospect Heights,40.676822262254724,-73.9648592426269,Natural Blend,40.67381852431168,-73.9629234409728,Vegetarian / Vegan Restaurant
4097,Prospect Heights,40.676822262254724,-73.9648592426269,Muse,40.67659358164728,-73.96350255226993,Thai Restaurant
4098,Prospect Heights,40.676822262254724,-73.9648592426269,Natty Garden,40.67926808672557,-73.96412661949147,Garden Center
4099,Prospect Heights,40.676822262254724,-73.9648592426269,Milk Bar,40.677755313357345,-73.96885327684167,Breakfast Spot
4100,Prospect Heights,40.676822262254724,-73.9648592426269,Weather Up,40.67997399383786,-73.96801421863265,Cocktail Bar
4101,Prospect Heights,40.676822262254724,-73.9648592426269,MeMe’s Diner,40.67767949351533,-73.96374983057217,American Restaurant
4102,Prospect Heights,40.676822262254724,-73.9648592426269,Bierwax,40.68001984731985,-73.9681085314247,Beer Bar
4103,Prospect Heights,40.676822262254724,-73.9648592426269,Riverdel,40.67342196266409,-73.96295529595668,Gourmet Shop
4104,Prospect Heights,40.676822262254724,-73.9648592426269,Blue Marble,40.674993,-73.966897,Ice Cream Shop
4105,Prospect Heights,40.676822262254724,-73.9648592426269,Tom's Restaurant,40.674536980944715,-73.96321631850594,Diner
4106,Prospect Heights,40.676822262254724,-73.9648592426269,Fermented Grapes,40.67734221896274,-73.96894758999024,Wine Shop
4107,Prospect Heights,40.676822262254724,-73.9648592426269,Oxalis,40.67285927595365,-73.96269179538655,Restaurant
4108,Prospect Heights,40.676822262254724,-73.9648592426269,Salon 718,40.67817962446625,-73.96894283565143,Salon / Barbershop
4109,Prospect Heights,40.676822262254724,-73.9648592426269,LaLou,40.680278,-73.967607,Wine Bar
4110,Prospect Heights,40.676822262254724,-73.9648592426269,Alta Calidad,40.68025261294533,-73.96800863448841,Mexican Restaurant
4111,Prospect Heights,40.676822262254724,-73.9648592426269,Little Miss Muffin 'n' Her Stuffin',40.67507145714611,-73.96326024319478,Bakery
4112,Prospect Heights,40.676822262254724,-73.9648592426269,Tooker Alley,40.67280614647323,-73.9627583658274,Bar
4113,Prospect Heights,40.676822262254724,-73.9648592426269,Faun,40.678241031616174,-73.96868931603504,New American Restaurant
4114,Prospect Heights,40.676822262254724,-73.9648592426269,Nourish Thai Food Oasis,40.67798236449783,-73.96868742422106,Thai Restaurant
4115,Prospect Heights,40.676822262254724,-73.9648592426269,Nimbooda,40.678277,-73.963957,North Indian Restaurant
4116,Prospect Heights,40.676822262254724,-73.9648592426269,Van Leeuwen Ice Cream,40.680733,-73.968138,Ice Cream Shop
4117,Prospect Heights,40.676822262254724,-73.9648592426269,Cheryl's Global Soul,40.67351713091144,-73.96730571904092,Southern / Soul Food Restaurant
4118,Prospect Heights,40.676822262254724,-73.9648592426269,Vanderbilt Wine Merchants,40.68063309024571,-73.96785902210712,Wine Shop
4119,Prospect Heights,40.676822262254724,-73.9648592426269,Mount Prospect Park,40.672099791869044,-73.96604588028818,Park
4120,Prospect Heights,40.676822262254724,-73.9648592426269,"Ciao, Gloria",40.68051,-73.96817,Café
4121,Prospect Heights,40.676822262254724,-73.9648592426269,Stocked Burger,40.677219,-73.963579,Burger Joint
4122,Prospect Heights,40.676822262254724,-73.9648592426269,Chuko,40.680732,-73.967616,Ramen Restaurant
4123,Prospect Heights,40.676822262254724,-73.9648592426269,Lincoln Station,40.67254391350389,-73.96234865269403,Coffee Shop
4124,Prospect Heights,40.676822262254724,-73.9648592426269,Brooklyn Museum,40.67152064562501,-73.96367692014273,Art Museum
4125,Prospect Heights,40.676822262254724,-73.9648592426269,Grand Army Plaza,40.673074939951675,-73.96992802619934,Plaza
4126,Prospect Heights,40.676822262254724,-73.9648592426269,White Tiger,40.679527373382285,-73.96820788157764,Restaurant
4127,Prospect Heights,40.676822262254724,-73.9648592426269,Four & Twenty Blackbirds,40.6806031699879,-73.96928050755061,Pie Shop
4128,Prospect Heights,40.676822262254724,-73.9648592426269,Banh Mi Place,40.673393600773764,-73.96294999756346,Vietnamese Restaurant
4129,Prospect Heights,40.676822262254724,-73.9648592426269,Grand Army Plaza Greenmarket,40.67252608292926,-73.96967330601883,Farmers Market
4130,Prospect Heights,40.676822262254724,-73.9648592426269,Maison Yaki,40.67747521328162,-73.96908078141962,Japanese Restaurant
4131,Prospect Heights,40.676822262254724,-73.9648592426269,Bailey Fountain (Grand Army Plaza Fountain),40.67389609586834,-73.97005157959278,Plaza
4132,Prospect Heights,40.676822262254724,-73.9648592426269,Finn’s Corner,40.67848913531268,-73.96395719494224,Bar
4133,Prospect Heights,40.676822262254724,-73.9648592426269,Brooklyn Museum Gift Shop,40.67137123506541,-73.9636683743169,Gift Shop
4134,Prospect Heights,40.676822262254724,-73.9648592426269,Olde Brooklyn Bagel Shoppe,40.67775598998514,-73.9687742381631,Bagel Shop
4135,Prospect Heights,40.676822262254724,-73.9648592426269,SoulCycle Park Slope,40.676168249950535,-73.97175712187305,Cycle Studio
4136,Prospect Heights,40.676822262254724,-73.9648592426269,Union Market,40.67610148438513,-73.97178424263382,Grocery Store
4137,Prospect Heights,40.676822262254724,-73.9648592426269,El Gran Castillo de Jagua,40.67696381149584,-73.97225075921843,Latin American Restaurant
4138,Prospect Heights,40.676822262254724,-73.9648592426269,Soldiers' and Sailors' Arch,40.672874271152,-73.96992584577343,Monument / Landmark
4139,Prospect Heights,40.676822262254724,-73.9648592426269,Studio Maya,40.67990058530065,-73.96999297686799,Yoga Studio
4140,Prospect Heights,40.676822262254724,-73.9648592426269,James,40.67914508598839,-73.97167186599718,New American Restaurant
4141,Prospect Heights,40.676822262254724,-73.9648592426269,Brooklyn Museum - Plaza,40.67150851327325,-73.96378576755524,Plaza
4142,Prospect Heights,40.676822262254724,-73.9648592426269,Sweet Chick,40.67754649003504,-73.97255306208095,Fried Chicken Joint
4143,Prospect Heights,40.676822262254724,-73.9648592426269,Opal Massage,40.67484666285201,-73.9722706386044,Massage Studio
4144,Prospect Heights,40.676822262254724,-73.9648592426269,Ideal Food Basket,40.6762479149275,-73.9635760072425,Grocery Store
4145,Prospect Heights,40.676822262254724,-73.9648592426269,Art Cafe,40.68026395752461,-73.96465828459665,Bar
4146,Prospect Heights,40.676822262254724,-73.9648592426269,Leon & Son Wine & Spirits,40.682764349333624,-73.96317404106323,Wine Shop
4147,Prospect Heights,40.676822262254724,-73.9648592426269,Silver Rice,40.6741866486737,-73.9570371131354,Sushi Restaurant
4148,Prospect Heights,40.676822262254724,-73.9648592426269,Hops Hill,40.68317494910976,-73.9656058622199,Bar
4149,Prospect Heights,40.676822262254724,-73.9648592426269,Maya Taqueria,40.67804657073431,-73.96868159230807,Mexican Restaurant
4150,Prospect Heights,40.676822262254724,-73.9648592426269,Geido,40.67784893308722,-73.9729250617067,Japanese Restaurant
4151,Prospect Heights,40.676822262254724,-73.9648592426269,Rose Garden,40.67172891204191,-73.96499552116555,Botanical Garden
4152,Prospect Heights,40.676822262254724,-73.9648592426269,R&D Foods,40.67837908256937,-73.96863796803916,Gourmet Shop
4153,Prospect Heights,40.676822262254724,-73.9648592426269,Pongo Power,40.67595379999999,-73.97185019999999,Gym / Fitness Center
4154,Prospect Heights,40.676822262254724,-73.9648592426269,Joyce Bakeshop,40.6769837367021,-73.96919916266556,Bakery
4155,Prospect Heights,40.676822262254724,-73.9648592426269,Tabata Ultimate Fitness,40.678852,-73.957216,Gym
4156,Prospect Heights,40.676822262254724,-73.9648592426269,Jewel City Yoga,40.67568618685872,-73.95619291660037,Yoga Studio
4157,Prospect Heights,40.676822262254724,-73.9648592426269,Emily,40.683419946744586,-73.96655063949262,Pizza Place
4158,Prospect Heights,40.676822262254724,-73.9648592426269,The Crown Inn,40.67396844717776,-73.95692491439155,Bar
4159,Prospect Heights,40.676822262254724,-73.9648592426269,Sushi Lin,40.67768908400134,-73.9728036909392,Sushi Restaurant
4160,Prospect Heights,40.676822262254724,-73.9648592426269,Mr. Melon,40.68296711952428,-73.96426296762561,Convenience Store
4161,Prospect Heights,40.676822262254724,-73.9648592426269,The Good Batch,40.68278051820622,-73.96335068856497,Bakery
4162,Prospect Heights,40.676822262254724,-73.9648592426269,Mayfield,40.674956132723324,-73.95653325288168,American Restaurant
4163,Prospect Heights,40.676822262254724,-73.9648592426269,Güeros,40.675147121130976,-73.95668932440205,Taco Place
4164,Prospect Heights,40.676822262254724,-73.9648592426269,Branded Saloon,40.679394059795115,-73.96816545095966,Whisky Bar
4165,Prospect Heights,40.676822262254724,-73.9648592426269,Berg'n,40.67726873079832,-73.9573056855387,Beer Bar
4166,Prospect Heights,40.676822262254724,-73.9648592426269,Chavela's,40.673379625706254,-73.95707588540257,Mexican Restaurant
4167,Brownsville,40.66394994339755,-73.91023536176607,Pitkin Seafood,40.66955734419876,-73.91164355012553,Fish & Chips Shop
4168,Brownsville,40.66394994339755,-73.91023536176607,Tropical Coffee Shop,40.66583076337358,-73.9099843178323,Spanish Restaurant
4169,Brownsville,40.66394994339755,-73.91023536176607,Sal & Pauls Pizza,40.669453000000004,-73.91107099999999,Pizza Place
4170,Brownsville,40.66394994339755,-73.91023536176607,SummerStage - Betsy Head Park,40.66233298946545,-73.91432851552963,Performing Arts Venue
4171,Brownsville,40.66394994339755,-73.91023536176607,Shoppers World,40.66896056783637,-73.91563638922356,Department Store
4172,Brownsville,40.66394994339755,-73.91023536176607,Longwood Fish Corp.,40.656009010387066,-73.91510375721303,Fish Market
4173,Brownsville,40.66394994339755,-73.91023536176607,Golden Krust Caribbean Bakery and Grill,40.65718060332945,-73.90873069816986,Caribbean Restaurant
4174,Brownsville,40.66394994339755,-73.91023536176607,Richies's Gym,40.66774551704092,-73.90249535898197,Gym
4175,Brownsville,40.66394994339755,-73.91023536176607,Subway,40.66981785529587,-73.91111422820995,Sandwich Place
4176,Brownsville,40.66394994339755,-73.91023536176607,Pitkin Seafood,40.668806991091394,-73.9167023883135,Seafood Restaurant
4177,Brownsville,40.66394994339755,-73.91023536176607,Food Bazaar,40.66494828586469,-73.90158076864842,Supermarket
4178,Brownsville,40.66394994339755,-73.91023536176607,T-Mobile,40.669481241020904,-73.91042375633333,Mobile Phone Shop
4179,Brownsville,40.66394994339755,-73.91023536176607,Napoli Pizza,40.66308553779411,-73.90882625783786,Pizza Place
4180,Brownsville,40.66394994339755,-73.91023536176607,Little Caesars Pizza,40.668123,-73.902106,Pizza Place
4181,Brownsville,40.66394994339755,-73.91023536176607,T-Mobile,40.6621561,-73.9199556,Mobile Phone Shop
4182,Brownsville,40.66394994339755,-73.91023536176607,Lane Bryant,40.66892544410386,-73.91619057791208,Women's Store
4183,Brownsville,40.66394994339755,-73.91023536176607,Dollar Tree,40.66249298793121,-73.92027644225747,Discount Store
4184,Brownsville,40.66394994339755,-73.91023536176607,Dollar Tree,40.668614852216805,-73.90899680955027,Discount Store
4185,Brownsville,40.66394994339755,-73.91023536176607,Domino's Pizza,40.669870846036005,-73.90822783112526,Pizza Place
4186,Brownsville,40.66394994339755,-73.91023536176607,Dennis Place Diner,40.66976042752957,-73.91041915551945,Diner
4187,Brownsville,40.66394994339755,-73.91023536176607,Family Dollar,40.669578552246094,-73.90716552734375,Discount Store
4188,Brownsville,40.66394994339755,-73.91023536176607,Baskin-Robbins,40.661516965351,-73.92016907907913,Ice Cream Shop
4189,Brownsville,40.66394994339755,-73.91023536176607,KFC,40.66977681810779,-73.91186580651299,Fried Chicken Joint
4190,Brownsville,40.66394994339755,-73.91023536176607,Golden Krust Caribbean Restaurant,40.669669,-73.912213,Caribbean Restaurant
4191,Brownsville,40.66394994339755,-73.91023536176607,Family Dollar,40.659308564201694,-73.9082108820496,Discount Store
4192,Brownsville,40.66394994339755,-73.91023536176607,AT&T,40.6717,-73.913974,Mobile Phone Shop
4193,Brownsville,40.66394994339755,-73.91023536176607,Shell,40.66125533450428,-73.92054988356912,Gas Station
4194,Brownsville,40.66394994339755,-73.91023536176607,GameStop,40.669301106793114,-73.91336809395959,Video Game Store
4195,Brownsville,40.66394994339755,-73.91023536176607,Subway,40.66879459467465,-73.91762388343238,Sandwich Place
4196,Brownsville,40.66394994339755,-73.91023536176607,Family Dollar,40.663865170729764,-73.92178522823475,Discount Store
4197,Brownsville,40.66394994339755,-73.91023536176607,Pizza Hut,40.66883037905957,-73.91753059570487,Pizza Place
4198,Brownsville,40.66394994339755,-73.91023536176607,McDonald's,40.669307,-73.912406,Fast Food Restaurant
4199,Brownsville,40.66394994339755,-73.91023536176607,Subway,40.6614074,-73.9201457,Sandwich Place
4200,Brownsville,40.66394994339755,-73.91023536176607,CTown Supermarkets,40.66328967549431,-73.92137720663436,Grocery Store
4201,Brownsville,40.66394994339755,-73.91023536176607,Popeyes Louisiana Kitchen,40.66328718025739,-73.90931552735998,Fried Chicken Joint
4202,Brownsville,40.66394994339755,-73.91023536176607,Cherry Valley Market,40.669712,-73.906351,Supermarket
4203,Brownsville,40.66394994339755,-73.91023536176607,Dunkin',40.661565796910594,-73.92015848434124,Donut Shop
4204,Brownsville,40.66394994339755,-73.91023536176607,Crown Chicken,40.664241790771484,-73.90945434570312,Burger Joint
4205,Brownsville,40.66394994339755,-73.91023536176607,Wah Yung Chinese Food,40.664266999999995,-73.909533,Chinese Restaurant
4206,Brownsville,40.66394994339755,-73.91023536176607,Little Caesars Pizza,40.662669086214166,-73.92043839331264,Pizza Place
4207,Brownsville,40.66394994339755,-73.91023536176607,Dunkin',40.6726242350605,-73.91150067170622,Donut Shop
4208,Brownsville,40.66394994339755,-73.91023536176607,Rite Aid,40.669621,-73.9128528,Pharmacy
4209,Brownsville,40.66394994339755,-73.91023536176607,Shell,40.66793021,-73.90662354,Gas Station
4210,Brownsville,40.66394994339755,-73.91023536176607,Bargain Hunter,40.668539,-73.91687900000001,Discount Store
4211,Brownsville,40.66394994339755,-73.91023536176607,Hair And Nail Spa,40.669957000000004,-73.91055,Cosmetics Shop
4212,Brownsville,40.66394994339755,-73.91023536176607,Sutter Ave,40.6629430358428,-73.90624668743338,Moving Target
4213,Brownsville,40.66394994339755,-73.91023536176607,Hegeman Ave,40.660356676315274,-73.90816431321454,Moving Target
4214,Brownsville,40.66394994339755,-73.91023536176607,Domino's Pizza,40.66141144861283,-73.92002468167448,Pizza Place
4215,Brownsville,40.66394994339755,-73.91023536176607,Rainbow Shops,40.66871,-73.910184,Women's Store
4216,Brownsville,40.66394994339755,-73.91023536176607,Keyfood,40.65904308591733,-73.90927354201415,Grocery Store
4217,Brownsville,40.66394994339755,-73.91023536176607,Buy Rite Liquors,40.65898837896068,-73.90935102504292,Liquor Store
4218,Brownsville,40.66394994339755,-73.91023536176607,Chase Bank,40.669933034062446,-73.91059752757177,Bank
4219,Brownsville,40.66394994339755,-73.91023536176607,V.I.M. Jeans & Sneaker Store,40.669788,-73.908363,Shoe Store
4220,Brownsville,40.66394994339755,-73.91023536176607,Magic Soul Food Inc.,40.66882587441669,-73.91670827232922,Southern / Soul Food Restaurant
4221,Brownsville,40.66394994339755,-73.91023536176607,wine & liquor,40.669531,-73.91337299999999,Liquor Store
4222,Brownsville,40.66394994339755,-73.91023536176607,Rite Aid,40.6607346,-73.920321,Pharmacy
4223,Brownsville,40.66394994339755,-73.91023536176607,Key Food,40.657187852845325,-73.9087071355329,Supermarket
4224,Brownsville,40.66394994339755,-73.91023536176607,Ashley Stewart,40.669209,-73.915345,Women's Store
4225,Brownsville,40.66394994339755,-73.91023536176607,MTA Bus Stop - Hegeman Ave & Chester Ave (B15/B35/B35LTD),40.65718078147192,-73.90874672147547,Bus Station
4226,Brownsville,40.66394994339755,-73.91023536176607,Kid City,40.6685905456543,-73.91690063476562,Kids Store
4227,Brownsville,40.66394994339755,-73.91023536176607,Q-fitness,40.668778684744616,-73.91669491341337,Gym
4228,Brownsville,40.66394994339755,-73.91023536176607,Coco Icy Lady Cart,40.66889767500109,-73.91670727889252,Food Truck
4229,Brownsville,40.66394994339755,-73.91023536176607,B12 East NY and Saratoga,40.66887829234738,-73.91738472920977,Bus Stop
4230,Brownsville,40.66394994339755,-73.91023536176607,Dollar Tree,40.668931,-73.917851,Discount Store
4231,Brownsville,40.66394994339755,-73.91023536176607,US Fried Chicken,40.671047461070394,-73.91408357193033,Fried Chicken Joint
4232,Brownsville,40.66394994339755,-73.91023536176607,Crown Fried Chicken,40.668193,-73.91927,Fried Chicken Joint
4233,Brownsville,40.66394994339755,-73.91023536176607,Villa Castillo,40.668217,-73.919349,American Restaurant
4234,Brownsville,40.66394994339755,-73.91023536176607,New China Wok,40.668174743652344,-73.91947937011719,Chinese Restaurant
4235,Brownsville,40.66394994339755,-73.91023536176607,Kennedy Fried Chicken,40.671754,-73.913837,Fast Food Restaurant
4236,Brownsville,40.66394994339755,-73.91023536176607,Hand Nail Design,40.65648975569309,-73.91596093259137,Spa
4237,Williamsburg,40.70714439344251,-73.95811529220927,Dotory,40.707729602666035,-73.95577850789788,Korean Restaurant
4238,Williamsburg,40.70714439344251,-73.95811529220927,Trophy Bar,40.70776758662049,-73.9557816400034,Bar
4239,Williamsburg,40.70714439344251,-73.95811529220927,Mexico 2000,40.70755237771005,-73.9550517685966,Taco Place
4240,Williamsburg,40.70714439344251,-73.95811529220927,Xixa,40.71041009500999,-73.95853132009505,Latin American Restaurant
4241,Williamsburg,40.70714439344251,-73.95811529220927,Laughing Lotus Yoga Center,40.70921643497141,-73.96036452112918,Yoga Studio
4242,Williamsburg,40.70714439344251,-73.95811529220927,Silver Factory,40.709318072033476,-73.95853614039552,Lounge
4243,Williamsburg,40.70714439344251,-73.95811529220927,Traif,40.71055701088711,-73.95889510558487,Tapas Restaurant
4244,Williamsburg,40.70714439344251,-73.95811529220927,The Flat's BK Speed Coffee,40.70730384358056,-73.95386713180666,Coffee Shop
4245,Williamsburg,40.70714439344251,-73.95811529220927,Duff's,40.708773859830124,-73.95771641082318,Bar
4246,Williamsburg,40.70714439344251,-73.95811529220927,Bar Velo Brooklyn,40.70709660165953,-73.9543318189448,Wine Bar
4247,Williamsburg,40.70714439344251,-73.95811529220927,Mr. Piña Fruit and Vegetables,40.709354501117915,-73.95927524079457,Grocery Store
4248,Williamsburg,40.70714439344251,-73.95811529220927,Blink Fitness,40.70874086716891,-73.95832431779098,Gym
4249,Williamsburg,40.70714439344251,-73.95811529220927,Reben Luncheonette,40.708944364199056,-73.95919718358644,Breakfast Spot
4250,Williamsburg,40.70714439344251,-73.95811529220927,Shalom Japan,40.709219,-73.955839,Japanese Restaurant
4251,Williamsburg,40.70714439344251,-73.95811529220927,Roebling Liquor,40.7087718806023,-73.96088941259124,Liquor Store
4252,Williamsburg,40.70714439344251,-73.95811529220927,L'Industrie Pizzeria,40.7116752206617,-73.95769662100513,Pizza Place
4253,Williamsburg,40.70714439344251,-73.95811529220927,Weylin,40.71019585993708,-73.96231810538166,Event Space
4254,Williamsburg,40.70714439344251,-73.95811529220927,Peter Luger Steak House,40.70995790682886,-73.96229110893742,Steakhouse
4255,Williamsburg,40.70714439344251,-73.95811529220927,Sun and Air,40.71141191225947,-73.9614471706906,Bike Shop
4256,Williamsburg,40.70714439344251,-73.95811529220927,Pies 'n' Thighs,40.711247914500696,-73.96144509176183,Fried Chicken Joint
4257,Williamsburg,40.70714439344251,-73.95811529220927,HaveABagel,40.71016502340493,-73.95852015059602,Bagel Shop
4258,Williamsburg,40.70714439344251,-73.95811529220927,Dough Vale,40.709306,-73.954056,Italian Restaurant
4259,Williamsburg,40.70714439344251,-73.95811529220927,Meadowsweet,40.71035245392043,-73.96326363144188,Mediterranean Restaurant
4260,Williamsburg,40.70714439344251,-73.95811529220927,Roebling Pizza,40.708808307240645,-73.96090117049755,Pizza Place
4261,Williamsburg,40.70714439344251,-73.95811529220927,Species By The Thousands,40.711401,-73.96109799999999,Jewelry Store
4262,Williamsburg,40.70714439344251,-73.95811529220927,Konditori,40.708614,-73.957906,Coffee Shop
4263,Williamsburg,40.70714439344251,-73.95811529220927,Emmy Squared,40.712166,-73.955705,Pizza Place
4264,Williamsburg,40.70714439344251,-73.95811529220927,Twenty Sided Store,40.712268329253185,-73.9554761947898,Toy / Game Store
4265,Williamsburg,40.70714439344251,-73.95811529220927,St. Mazie,40.712446182313414,-73.95595408442468,Cocktail Bar
4266,Williamsburg,40.70714439344251,-73.95811529220927,East River Pilates,40.71289117042526,-73.95850006447007,Pilates Studio
4267,Williamsburg,40.70714439344251,-73.95811529220927,Leo,40.712529,-73.9567,Pizza Place
4268,Williamsburg,40.70714439344251,-73.95811529220927,Blue Collar,40.71135771797886,-73.95771847756468,Burger Joint
4269,Williamsburg,40.70714439344251,-73.95811529220927,Pokito,40.71149287537046,-73.96177914773645,Cocktail Bar
4270,Williamsburg,40.70714439344251,-73.95811529220927,The Four Horsemen,40.71297062908573,-73.9573489459191,Wine Bar
4271,Williamsburg,40.70714439344251,-73.95811529220927,Little Choc Apothecary,40.71195572791476,-73.95733343601323,Creperie
4272,Williamsburg,40.70714439344251,-73.95811529220927,Baby's All Right,40.710071,-73.963449,Music Venue
4273,Williamsburg,40.70714439344251,-73.95811529220927,Williamsburg Pizza,40.70830261404054,-73.95069863113817,Pizza Place
4274,Williamsburg,40.70714439344251,-73.95811529220927,Tabaré,40.71306928884032,-73.95903127129245,South American Restaurant
4275,Williamsburg,40.70714439344251,-73.95811529220927,Caracas Arepa Bar,40.71307533802476,-73.9574621701832,Arepa Restaurant
4276,Williamsburg,40.70714439344251,-73.95811529220927,Daymoves,40.71310397344715,-73.9572586119175,Coffee Shop
4277,Williamsburg,40.70714439344251,-73.95811529220927,Black Flamingo,40.71059345084199,-73.95423488401335,Nightclub
4278,Williamsburg,40.70714439344251,-73.95811529220927,Have & Meyer Chatteria,40.71330486799995,-73.95646386109051,Wine Bar
4279,Williamsburg,40.70714439344251,-73.95811529220927,WHITEROOM,40.71054565878426,-73.96393205797379,Salon / Barbershop
4280,Williamsburg,40.70714439344251,-73.95811529220927,Overthrow Boxing,40.71341935159598,-73.95875922304612,Boxing Gym
4281,Williamsburg,40.70714439344251,-73.95811529220927,Brooklyn Cupcake,40.71037959764909,-73.95121425390244,Cupcake Shop
4282,Williamsburg,40.70714439344251,-73.95811529220927,Wei Williamsburg,40.71067589705568,-73.95403239442538,Chinese Restaurant
4283,Williamsburg,40.70714439344251,-73.95811529220927,Gottlieb's Restaurant,40.70764197787768,-73.96123691979123,Diner
4284,Williamsburg,40.70714439344251,-73.95811529220927,Bozu,40.71297626571757,-73.95747790354523,Sushi Restaurant
4285,Williamsburg,40.70714439344251,-73.95811529220927,Noods n’ Chill,40.711936,-73.961077,Thai Restaurant
4286,Williamsburg,40.70714439344251,-73.95811529220927,OTB,40.71039332645751,-73.9636134675309,Bar
4287,Williamsburg,40.70714439344251,-73.95811529220927,Farook Halal Food,40.710792485749074,-73.96352615672484,Food Truck
4288,Williamsburg,40.70714439344251,-73.95811529220927,Cerveceria Havemeyer,40.7118199247861,-73.95739615248144,Mexican Restaurant
4289,Williamsburg,40.70714439344251,-73.95811529220927,Motorino,40.71042017308414,-73.96363450390943,Pizza Place
4290,Williamsburg,40.70714439344251,-73.95811529220927,Walter Sports,40.71344351717057,-73.9585818114249,American Restaurant
4291,Williamsburg,40.70714439344251,-73.95811529220927,Weekends,40.71155153768725,-73.96209936495691,Breakfast Spot
4292,Williamsburg,40.70714439344251,-73.95811529220927,To Spiti,40.71145222603289,-73.95763719293313,Greek Restaurant
4293,Williamsburg,40.70714439344251,-73.95811529220927,Kabob Shack,40.71073,-73.958244,Middle Eastern Restaurant
4294,Williamsburg,40.70714439344251,-73.95811529220927,Choplet Studio and Gallery,40.713601179542955,-73.95926241580315,Art Gallery
4295,Williamsburg,40.70714439344251,-73.95811529220927,Mezcaleria La Milagrosa Agave Bar and Listening Room,40.7117724614975,-73.95741297908233,Bar
4296,Williamsburg,40.70714439344251,-73.95811529220927,Ceremonia Bakeshop,40.712482,-73.960533,Bakery
4297,Williamsburg,40.70714439344251,-73.95811529220927,Diner,40.710620909854164,-73.96558474265818,Diner
4298,Williamsburg,40.70714439344251,-73.95811529220927,ppl,40.71282137546778,-73.95844548940659,Coffee Shop
4299,Williamsburg,40.70714439344251,-73.95811529220927,Mountain Province Espresso Bar,40.70739613899926,-73.9501375572631,Coffee Shop
4300,Williamsburg,40.70714439344251,-73.95811529220927,Marlow & Sons,40.71054661827324,-73.9657631769165,American Restaurant
4301,Williamsburg,40.70714439344251,-73.95811529220927,Amor y Amargo,40.709694,-73.958619,Bar
4302,Williamsburg,40.70714439344251,-73.95811529220927,St. Anselm,40.71414471294114,-73.95598405757656,American Restaurant
4303,Williamsburg,40.70714439344251,-73.95811529220927,Modern Love Brooklyn,40.709911052953565,-73.95100799464392,Vegetarian / Vegan Restaurant
4304,Williamsburg,40.70714439344251,-73.95811529220927,La Cafette,40.71335471341301,-73.95636585535794,Wine Bar
4305,Williamsburg,40.70714439344251,-73.95811529220927,Northerly,40.710535802393785,-73.9581638123791,Coffee Shop
4306,Williamsburg,40.70714439344251,-73.95811529220927,Lighthouse,40.7107830177268,-73.95370438110912,New American Restaurant
4307,Williamsburg,40.70714439344251,-73.95811529220927,Y7 Studio,40.713523348494675,-73.96063849338428,Yoga Studio
4308,Williamsburg,40.70714439344251,-73.95811529220927,Lucky Dog,40.71349224123461,-73.96188794435888,Bar
4309,Williamsburg,40.70714439344251,-73.95811529220927,Butler Bakeshop,40.7117813862133,-73.96484738674968,Café
